DHSID,DHSYEAR,DHSCLUST,LATNUM,LONGNUM,URBAN_RURA
BU201600000316,2016,316,-2.85707,29.903463,R
BU201600000321,2016,321,-3.354159,29.694305,U
BU201600000322,2016,322,-3.28528,29.756886,U
BU201600000326,2016,326,-3.334005,29.371943,U
BU201600000332,2016,332,-2.58467,30.086245,U
BU201600000335,2016,335,-3.447549,29.430908,R
BU201600000337,2016,337,-3.28447,30.08027,R
BU201600000346,2016,346,-2.975689,29.700253,R
BU201600000348,2016,348,-4.092078,29.7145,R
BU201600000357,2016,357,-2.819747,29.867008,R
BU201600000358,2016,358,-4.409909,29.680954,R
BU201600000359,2016,359,-3.976231,29.441711,U
BU201600000360,2016,360,-2.541553,30.126125,R
BU201600000362,2016,362,-3.327268,29.450882,R
BU201600000365,2016,365,-2.926157,29.403906,R
BU201600000368,2016,368,-3.479197,29.568844,U
BU201600000373,2016,373,-4.142764,29.806574,U
BU201600000377,2016,377,-2.965708,30.210323,R
BU201600000384,2016,384,-3.281017,29.63995,R
BU201600000385,2016,385,-2.934773,29.562695,R
BU201600000393,2016,393,-3.510961,29.713085,U
BU201600000395,2016,395,-2.377964,30.25644,R
BU201600000396,2016,396,-3.534929,29.567087,R
BU201600000398,2016,398,-4.273281,29.632406,R
BU201600000399,2016,399,-3.163149,29.882193,R
BU201600000402,2016,402,-3.352008,29.357054,U
BU201600000408,2016,408,-2.372612,29.963402,R
BU201600000415,2016,415,-3.344309,29.471203,R
BU201600000418,2016,418,-3.003486,29.47874,R
BU201600000422,2016,422,-3.120666,30.150232,U
BU201600000425,2016,425,-3.114186,29.690233,R
BU201600000427,2016,427,-3.244786,29.61565,R
BU201600000429,2016,429,-2.701854,30.41988,R
BU201600000433,2016,433,-2.987964,29.315882,R
BU201600000438,2016,438,-3.097166,29.9309,R
BU201600000442,2016,442,-3.630944,29.434002,R
BU201600000453,2016,453,-3.481934,29.592506,R
BU201600000454,2016,454,-3.875233,29.841986,R
BU201600000464,2016,464,-2.400094,30.439745,R
BU201600000466,2016,466,-3.857755,29.641203,R
BU201600000469,2016,469,-3.435859,29.923723,U
BU201600000471,2016,471,-3.136805,29.75308,R
BU201600000478,2016,478,-2.72685,30.187803,R
BU201600000479,2016,479,-2.736431,30.085732,R
BU201600000483,2016,483,-3.379148,29.66684,R
BU201600000484,2016,484,-4.28177,29.760942,R
BU201600000489,2016,489,-2.723997,29.2596,R
BU201600000492,2016,492,-3.210606,30.55898,U
BU201600000495,2016,495,-3.569034,30.253689,R
BU201600000497,2016,497,-3.841817,29.953602,R
BU201600000499,2016,499,-3.09577,29.507746,R
BU201600000501,2016,501,-3.033101,30.135944,R
BU201600000502,2016,502,-3.595625,30.098694,R
BU201600000509,2016,509,-4.116947,29.633718,R
BU201600000511,2016,511,-2.78302,29.308552,R
BU201600000512,2016,512,-4.237554,29.789402,R
BU201600000524,2016,524,-3.852138,30.152697,R
BU201600000527,2016,527,-3.454687,29.680027,R
BU201600000535,2016,535,-3.070832,29.316078,R
BU201600000537,2016,537,-3.796593,30.076263,R
BU201600000538,2016,538,-3.421273,29.65453,R
BU201600000539,2016,539,-2.514234,29.969748,R
BU201600000540,2016,540,-3.223757,29.460566,R
BU201600000552,2016,552,-3.160161,29.421244,R
CD200700000001,2007,1,-4.358782,15.346729,U
CD200700000002,2007,2,0.70803624,29.511068,U
CD200700000003,2007,3,-2.5716293,28.8834,R
CD200700000007,2007,7,-5.254038,20.356237,R
CD200700000008,2007,8,-3.8068433,19.10111,U
CD200700000012,2007,12,-7.0079947,17.690302,R
CD200700000017,2007,17,2.866223,30.81454,U
CD200700000027,2007,27,-11.762096,27.23629,U
CD200700000030,2007,30,-4.368852,15.306082,U
CD200700000031,2007,31,-2.6118844,26.650356,U
CD200700000037,2007,37,0.0,0.0,R
CD200700000038,2007,38,-6.482173,22.861353,U
CD200700000039,2007,39,-2.532032,28.84693,R
CD200700000040,2007,40,-10.77803,22.786278,R
CD200700000044,2007,44,2.3362687,26.489405,R
CD200700000052,2007,52,-1.5345113,20.150787,R
CD200700000054,2007,54,-8.069776,17.705406,U
CD200700000055,2007,55,2.5665255,20.518024,R
CD200700000056,2007,56,-4.801998,13.373145,R
CD200700000057,2007,57,-2.954337,25.918407,U
CD200700000067,2007,67,-4.362798,15.285446,U
CD200700000077,2007,77,3.0000496,19.878817,R
CD200700000080,2007,80,-7.92554,23.24197,R
CD200700000083,2007,83,-2.5472264,28.734266,R
CD200700000088,2007,88,2.1321719,21.5276,U
CD200700000089,2007,89,0.52546257,25.221916,U
CD200700000090,2007,90,3.258451,20.623222,R
CD200700000091,2007,91,-10.368116,28.609274,U
CD200700000092,2007,92,4.640158,27.274956,R
CD200700000093,2007,93,0.0,0.0,R
CD200700000095,2007,95,-5.390321,23.108616,R
CD200700000099,2007,99,-5.3637214,21.437153,U
CD200700000105,2007,105,-3.47229,25.764847,R
CD200700000115,2007,115,0.51227933,29.380457,R
CD200700000116,2007,116,0.028861752,18.246595,U
CD200700000117,2007,117,-2.955705,28.970516,R
CD200700000120,2007,120,-5.8276973,13.045306,U
CD200700000121,2007,121,0.20469202,29.282663,R
CD200700000136,2007,136,-9.089387,26.295187,R
CD200700000142,2007,142,-5.3274703,15.082294,R
CD200700000143,2007,143,-4.421081,15.368836,U
CD200700000144,2007,144,-4.416211,14.184048,R
CD200700000148,2007,148,1.5022222,30.176086,R
CD200700000152,2007,152,-3.7111099,16.822298,R
CD200700000160,2007,160,-1.6709677,29.242514,U
CD200700000161,2007,161,2.674041,21.8758,R
CD200700000163,2007,163,-2.9635446,25.91381,U
CD200700000164,2007,164,-0.31172282,21.876848,R
CD200700000168,2007,168,-1.4112337,28.815138,R
CD200700000173,2007,173,-5.4654326,15.447129,R
CD200700000176,2007,176,-0.14874308,29.349796,R
CD200700000178,2007,178,-4.3695064,15.285693,U
CD200700000181,2007,181,-1.1662381,29.43303,U
CD200700000183,2007,183,1.1246397,23.658,R
CD200700000184,2007,184,-6.1668944,23.70279,R
CD200700000187,2007,187,2.2961752,30.711596,R
CD200700000188,2007,188,-0.039483603,29.427721,R
CD200700000190,2007,190,-7.7223606,23.68859,R
CD200700000191,2007,191,-2.5971844,26.659494,U
CD200700000198,2007,198,-2.0503383,28.88851,R
CD200700000199,2007,199,-5.833913,13.484434,U
CD200700000200,2007,200,-4.351288,15.30536,U
CD200700000203,2007,203,-5.7351356,15.258414,R
CD200700000204,2007,204,-3.3961883,29.152504,U
CD200700000206,2007,206,-1.6871796,29.202612,U
CD200700000208,2007,208,-11.672894,27.466167,U
CD200700000214,2007,214,2.7562697,23.775919,U
CD200700000218,2007,218,-4.0212245,18.974724,R
CD200700000219,2007,219,-6.1280274,24.520935,U
CD200700000222,2007,222,-6.103782,23.614866,U
CD200700000223,2007,223,3.0245328,29.534204,U
CD200700000224,2007,224,-3.1148872,26.568623,R
CD200700000225,2007,225,3.5717757,29.863646,R
CD200700000229,2007,229,-1.6709048,29.241865,U
CD200700000232,2007,232,-7.4004264,25.637909,U
CD200700000238,2007,238,-4.345701,15.274041,U
CD200700000244,2007,244,-4.966645,27.019594,R
CD200700000251,2007,251,-7.4934006,29.77585,R
CD200700000255,2007,255,-4.4019103,26.567406,R
CD200700000256,2007,256,-4.3474307,15.238425,U
CD200700000259,2007,259,-4.3976536,15.345336,U
CD200700000261,2007,261,-10.424036,28.584074,R
CD200700000276,2007,276,-5.156513,15.207725,R
CD200700000278,2007,278,1.9353017,30.376791,R
CD200700000279,2007,279,-4.949892,12.71515,R
CD200700000281,2007,281,-3.4364579,29.132917,U
CD200700000287,2007,287,-0.9763362,19.065948,R
CD200700000292,2007,292,-5.109693,13.233072,R
CD201300000008,2013,8,-4.886132,22.101688,R
CD201300000010,2013,10,-1.40087,19.3659,R
CD201300000012,2013,12,0.518692,25.18553,U
CD201300000017,2013,17,-3.968973,17.69172,R
CD201300000020,2013,20,-5.062523,18.812983,U
CD201300000021,2013,21,-5.206358,21.430416,R
CD201300000022,2013,22,1.845528,30.717754,R
CD201300000026,2013,26,0.467484,25.530754,R
CD201300000027,2013,27,-0.370282,22.22261,R
CD201300000029,2013,29,1.839969,30.174864,R
CD201300000032,2013,32,0.106999,29.295425,U
CD201300000034,2013,34,-4.388355,15.376346,U
CD201300000039,2013,39,3.354521,20.872854,U
CD201300000047,2013,47,-0.745404,26.587505,U
CD201300000049,2013,49,1.254665,23.624374,U
CD201300000056,2013,56,-2.256134,26.263119,R
CD201300000057,2013,57,-7.474855,22.395529,R
CD201300000067,2013,67,-6.817362,22.241772,R
CD201300000077,2013,77,0.0,0.0,R
CD201300000079,2013,79,-6.60255,22.425491,R
CD201300000083,2013,83,-7.280007,18.894943,R
CD201300000088,2013,88,0.007725,29.147469,R
CD201300000097,2013,97,-0.27912,20.888191,U
CD201300000098,2013,98,-7.055197,21.539106,R
CD201300000101,2013,101,-11.026605,26.744661,U
CD201300000105,2013,105,-10.859151,26.635813,R
CD201300000109,2013,109,-5.225671,12.819241,R
CD201300000113,2013,113,-4.9195,14.588221,R
CD201300000115,2013,115,-4.383546,15.312596,U
CD201300000122,2013,122,0.581099,24.825932,R
CD201300000127,2013,127,1.749017,30.566265,R
CD201300000130,2013,130,-4.998205,12.952315,U
CD201300000132,2013,132,2.857403,30.818844,U
CD201300000133,2013,133,0.169074,19.886585,R
CD201300000137,2013,137,-6.559013,22.63497,R
CD201300000143,2013,143,1.027419,18.56895,R
CD201300000155,2013,155,0.042123,18.274458,U
CD201300000158,2013,158,-4.347005,15.265253,U
CD201300000159,2013,159,-3.086772,17.766575,R
CD201300000163,2013,163,-2.820606,18.330347,R
CD201300000166,2013,166,-6.206739,23.577137,U
CD201300000168,2013,168,-6.497538,22.161436,R
CD201300000176,2013,176,-5.710534,22.334295,R
CD201300000181,2013,181,-4.296087,27.10225,R
CD201300000183,2013,183,-1.274888,18.062523,R
CD201300000191,2013,191,-4.445218,15.451764,U
CD201300000194,2013,194,-6.144343,24.482374,U
CD201300000196,2013,196,-5.450361,21.119616,R
CD201300000197,2013,197,-4.83614,17.313997,R
CD201300000205,2013,205,-2.580978,26.65037,U
CD201300000206,2013,206,-4.387896,15.398085,U
CD201300000209,2013,209,-2.284236,17.66153,R
CD201300000211,2013,211,-4.377253,15.314786,U
CD201300000214,2013,214,0.0,0.0,R
CD201300000219,2013,219,2.14582,21.496845,U
CD201300000220,2013,220,-6.072528,22.731728,R
CD201300000223,2013,223,-12.254793,27.63908,U
CD201300000225,2013,225,-5.940808,22.336926,R
CD201300000227,2013,227,-1.648154,20.748125,R
CD201300000234,2013,234,-4.348708,20.606735,U
CD201300000240,2013,240,0.0,0.0,R
CD201300000241,2013,241,0.0,0.0,R
CD201300000246,2013,246,-3.310204,24.048014,R
CD201300000247,2013,247,-4.466075,19.375538,R
CD201300000253,2013,253,-5.721333,26.124481,R
CD201300000262,2013,262,-6.471084,16.804317,U
CD201300000264,2013,264,-10.96199,26.726213,U
CD201300000270,2013,270,-1.470583,26.44571,U
CD201300000271,2013,271,-4.059344,16.957174,R
CD201300000274,2013,274,2.208951,31.189713,R
CD201300000275,2013,275,-2.897977,28.65564,R
CD201300000280,2013,280,0.786509,20.6052,R
CD201300000281,2013,281,-4.437265,26.659182,U
CD201300000289,2013,289,-6.468398,22.849344,U
CD201300000292,2013,292,-6.19006,28.062628,R
CD201300000293,2013,293,-1.662749,29.194223,U
CD201300000303,2013,303,-5.363081,27.151457,R
CD201300000304,2013,304,-4.3315,15.300681,U
CD201300000310,2013,310,1.144159,23.597116,R
CD201300000321,2013,321,-4.377234,15.318822,U
CD201300000322,2013,322,-0.597987,21.080837,R
CD201300000327,2013,327,-2.507845,28.853409,U
CD201300000329,2013,329,-4.765194,22.592064,R
CD201300000330,2013,330,-2.863249,28.993137,R
CD201300000331,2013,331,-4.585395,25.192503,R
CD201300000337,2013,337,-6.404643,23.168274,R
CD201300000338,2013,338,-6.756334,19.597925,R
CD201300000340,2013,340,0.0,0.0,R
CD201300000344,2013,344,-5.732226,16.056765,R
CD201300000355,2013,355,2.872799,20.115791,R
CD201300000357,2013,357,4.165098,27.541832,R
CD201300000359,2013,359,-9.863971,26.995514,R
CD201300000366,2013,366,-9.929277,24.62121,R
CD201300000367,2013,367,2.654703,20.865452,R
CD201300000368,2013,368,-3.312632,17.401217,U
CD201300000370,2013,370,-4.405809,15.382643,U
CD201300000372,2013,372,2.225635,23.140568,R
CD201300000374,2013,374,-4.179121,26.889418,R
CD201300000377,2013,377,-4.968923,23.422474,U
CD201300000378,2013,378,-4.141379,28.25437,R
CD201300000381,2013,381,-6.869602,20.974928,R
CD201300000386,2013,386,-3.869741,22.221373,R
CD201300000391,2013,391,-4.426708,26.673788,R
CD201300000392,2013,392,1.581031,30.250097,U
CD201300000399,2013,399,-2.975202,25.943443,U
CD201300000404,2013,404,-4.381173,15.281443,U
CD201300000407,2013,407,3.484675,29.018925,R
CD201300000408,2013,408,-4.066919,26.255537,R
CD201300000413,2013,413,3.362964,20.93623,R
CD201300000419,2013,419,-10.324741,27.023203,R
CD201300000420,2013,420,-6.718536,26.940184,R
CD201300000421,2013,421,-5.825556,12.899976,R
CD201300000424,2013,424,-6.418674,17.008673,R
CD201300000426,2013,426,-0.942305,26.996181,R
CD201300000431,2013,431,2.164259,30.920824,R
CD201300000434,2013,434,2.805502,18.985598,R
CD201300000442,2013,442,-7.828149,26.904022,R
CD201300000444,2013,444,0.0,0.0,R
CD201300000452,2013,452,-1.288684,28.767591,R
CD201300000453,2013,453,-3.389643,29.140572,U
CD201300000454,2013,454,-5.371278,27.62399,R
CD201300000460,2013,460,2.745975,23.785833,U
CD201300000461,2013,461,-6.124174,23.414549,R
CD201300000462,2013,462,-3.549573,23.56813,U
CD201300000472,2013,472,3.64095,18.647154,R
CD201300000474,2013,474,-5.005031,17.24726,R
CD201300000475,2013,475,-5.135912,22.165827,U
CD201300000487,2013,487,-3.264049,29.197708,U
CD201300000488,2013,488,2.219373,22.750732,R
CD201300000489,2013,489,-3.923926,25.91257,U
CD201300000491,2013,491,-6.138243,23.620752,U
CD201300000496,2013,496,-8.024947,23.952162,R
CD201300000503,2013,503,-6.239233,17.496778,R
CD201300000505,2013,505,-4.989615,16.544151,R
CD201300000507,2013,507,0.410083,29.209684,R
CD201300000511,2013,511,0.980542,24.466549,R
CD201300000512,2013,512,-8.513759,26.317003,R
CD201300000513,2013,513,-6.105121,23.55067,U
CD201300000514,2013,514,3.131157,30.525091,R
CD201300000515,2013,515,0.0,0.0,R
CD201300000520,2013,520,-6.455369,25.029156,R
CD201300000521,2013,521,0.0,0.0,R
CD201300000522,2013,522,-5.818753,22.947632,R
CD201300000528,2013,528,2.665755,28.491543,R
CD201300000531,2013,531,-6.10828,23.613792,U
CD201300000533,2013,533,0.0,0.0,R
CD201300000540,2013,540,2.693045,23.107023,R
CI201200000003,2012,3,7.274597,-8.324563,R
CI201200000004,2012,4,7.731449,-3.059561,R
CI201200000005,2012,5,7.71383,-5.040708,U
CI201200000016,2012,16,6.111719,-4.776144,R
CI201200000017,2012,17,6.356634,-4.541167,R
CI201200000023,2012,23,7.216652,-3.349916,R
CI201200000027,2012,27,5.554276,-6.939747,R
CI201200000029,2012,29,6.150994,-6.437675,R
CI201200000033,2012,33,7.153319,-6.35228,R
CI201200000037,2012,37,7.493733,-3.243753,U
CI201200000039,2012,39,8.782206,-5.694593,U
CI201200000041,2012,41,5.436679,-6.629985,R
CI201200000042,2012,42,7.101894,-3.502596,R
CI201200000043,2012,43,6.981249,-3.417507,R
CI201200000047,2012,47,6.125206,-7.687486,R
CI201200000048,2012,48,7.682816,-5.050195,U
CI201200000051,2012,51,7.746292,-5.014304,U
CI201200000056,2012,56,6.16192,-3.265305,R
CI201200000060,2012,60,7.702682,-5.031066,U
CI201200000061,2012,61,6.800891,-5.274986,U
CI201200000071,2012,71,5.335063,-4.098226,U
CI201200000072,2012,72,5.416982,-6.542976,U
CI201200000074,2012,74,7.701195,-5.038324,U
CI201200000075,2012,75,5.498814,-3.665116,U
CI201200000083,2012,83,6.821975,-5.269694,U
CI201200000084,2012,84,8.283615,-7.678488,U
CI201200000095,2012,95,8.066473,-6.15975,R
CI201200000097,2012,97,5.37952,-4.072478,U
CI201200000100,2012,100,6.685151,-6.488674,R
CI201200000107,2012,107,5.943022,-6.335982,R
CI201200000110,2012,110,5.682848,-4.568689,U
CI201200000111,2012,111,4.679129,-7.117418,R
CI201200000112,2012,112,7.676075,-5.001397,U
CI201200000119,2012,119,4.897206,-7.482269,R
CI201200000121,2012,121,4.770069,-6.657807,U
CI201200000122,2012,122,5.797293,-5.992836,R
CI201200000131,2012,131,5.929377,-4.221194,U
CI201200000133,2012,133,7.377326,-3.067031,R
CI201200000136,2012,136,5.421475,-4.021337,U
CI201200000142,2012,142,5.365173,-4.00204,U
CI201200000146,2012,146,6.568554,-3.326121,R
CI201200000151,2012,151,5.453503,-4.027004,U
CI201200000152,2012,152,7.226644,-4.991859,R
CI201200000157,2012,157,9.347521,-5.467213,R
CI201200000160,2012,160,5.257701,-3.991291,U
CI201200000162,2012,162,10.173371,-6.540317,R
CI201200000169,2012,169,9.456007,-7.539601,R
CI201200000173,2012,173,9.493267,-5.459961,R
CI201200000174,2012,174,0.0,0.0,R
CI201200000176,2012,176,10.159125,-5.074449,R
CI201200000177,2012,177,5.41341,-3.032548,U
CI201200000178,2012,178,8.274536,-7.690936,U
CI201200000179,2012,179,5.66423,-3.744648,R
CI201200000183,2012,183,6.728799,-3.492422,U
CI201200000184,2012,184,6.381441,-3.345859,R
CI201200000193,2012,193,9.205372,-5.706714,R
CI201200000194,2012,194,5.356009,-4.049525,U
CI201200000195,2012,195,8.496604,-7.168633,R
CI201200000199,2012,199,8.719801,-5.444276,R
CI201200000200,2012,200,6.725115,-3.482726,U
CI201200000203,2012,203,5.503938,-4.04992,U
CI201200000210,2012,210,5.338435,-4.058821,U
CI201200000213,2012,213,6.765132,-3.295243,R
CI201200000218,2012,218,7.264673,-8.156331,U
CI201200000220,2012,220,6.475356,-7.197594,R
CI201200000226,2012,226,6.569395,-8.033905,R
CI201200000229,2012,229,5.08072,-5.570299,U
CI201200000230,2012,230,5.928369,-4.521751,R
CI201200000231,2012,231,5.309652,-3.960583,U
CI201200000233,2012,233,5.95856,-6.592878,R
CI201200000236,2012,236,9.453886,-5.604196,U
CI201200000241,2012,241,6.108284,-3.844502,U
CI201200000249,2012,249,8.421511,-3.486115,R
CI201200000250,2012,250,9.623585,-5.138459,R
CI201200000251,2012,251,6.734271,-3.49753,U
CI201200000253,2012,253,6.782628,-3.952818,R
CI201200000255,2012,255,8.76783,-5.685546,U
CI201200000256,2012,256,7.693928,-3.516755,R
CI201200000260,2012,260,5.363347,-4.088067,U
CI201200000261,2012,261,5.209151,-3.301086,R
CI201200000265,2012,265,7.848514,-6.005016,R
CI201200000273,2012,273,9.006113,-3.139913,R
CI201200000275,2012,275,5.889878,-5.577608,R
CI201200000277,2012,277,5.289794,-3.970429,U
CI201200000278,2012,278,10.120234,-7.376751,R
CI201200000279,2012,279,4.782652,-6.644624,U
CI201200000291,2012,291,7.310776,-7.340376,R
CI201200000292,2012,292,9.475539,-5.594808,U
CI201200000294,2012,294,0.0,0.0,R
CI201200000296,2012,296,6.875244,-6.471073,U
CI201200000299,2012,299,6.808249,-5.25785,U
CI201200000306,2012,306,6.981778,-3.732199,R
CI201200000307,2012,307,9.581625,-5.21023,U
CI201200000313,2012,313,5.351028,-4.030861,U
CI201200000320,2012,320,8.156803,-2.971727,R
CI201200000325,2012,325,6.897381,-6.378663,R
CI201200000328,2012,328,9.520201,-6.474282,U
CI201200000329,2012,329,5.32557,-4.054645,U
CI201200000337,2012,337,5.314762,-3.996928,U
CI201200000338,2012,338,6.438871,-3.850789,R
CI201200000345,2012,345,0.0,0.0,R
CI201200000350,2012,350,7.136385,-3.200418,U
CI201200000351,2012,351,6.658221,-6.512773,R
CM201100000002,2011,2,4.081516,9.762119,U
CM201100000003,2011,3,5.958239,10.186587,U
CM201100000005,2011,5,5.155473,10.18257,U
CM201100000008,2011,8,5.581799,10.434224,R
CM201100000011,2011,11,4.549818,9.44929,R
CM201100000012,2011,12,2.692656,10.097065,R
CM201100000014,2011,14,5.100264,9.860473,U
CM201100000020,2011,20,8.173162,14.927375,R
CM201100000022,2011,22,5.494717,10.406034,U
CM201100000026,2011,26,5.702245,9.991017,R
CM201100000028,2011,28,2.949635,9.919198,U
CM201100000039,2011,39,5.454752,10.071593,U
CM201100000040,2011,40,6.087083,10.601954,R
CM201100000048,2011,48,7.283848,13.598923,U
CM201100000050,2011,50,3.822701,10.105513,U
CM201100000052,2011,52,10.873318,14.06573,R
CM201100000053,2011,53,6.358924,10.372609,R
CM201100000062,2011,62,2.036942,15.203841,U
CM201100000065,2011,65,4.06,9.714476,U
CM201100000068,2011,68,4.152175,9.271613,U
CM201100000069,2011,69,10.731148,14.5011,R
CM201100000073,2011,73,4.029643,9.740229,U
CM201100000075,2011,75,5.616482,10.253074,R
CM201100000078,2011,78,10.291681,15.033533,R
CM201100000085,2011,85,5.776796,10.81256,R
CM201100000086,2011,86,3.878603,11.503015,U
CM201100000094,2011,94,4.241184,14.030344,R
CM201100000100,2011,100,10.249972,14.790981,R
CM201100000103,2011,103,3.822046,11.522191,U
CM201100000104,2011,104,4.743144,11.19947,U
CM201100000106,2011,106,5.528058,10.218359,R
CM201100000111,2011,111,4.011075,9.747127,U
CM201100000113,2011,113,4.059004,9.737653,U
CM201100000119,2011,119,7.32673,13.580262,U
CM201100000121,2011,121,4.01717,9.794843,U
CM201100000123,2011,123,4.674391,9.34632,R
CM201100000126,2011,126,5.057804,9.072138,R
CM201100000128,2011,128,3.875945,11.517526,U
CM201100000133,2011,133,3.088613,14.076922,U
CM201100000134,2011,134,4.061446,9.714067,U
CM201100000136,2011,136,9.261365,13.583455,R
CM201100000139,2011,139,6.966985,14.510315,R
CM201100000143,2011,143,2.870573,10.021189,R
CM201100000145,2011,145,5.844199,10.203512,R
CM201100000148,2011,148,5.440539,9.977459,R
CM201100000149,2011,149,7.317084,13.576719,U
CM201100000151,2011,151,7.317504,13.575123,U
